2019-03-26 08:42:53.1513 | Info | Start installing Hangfire SQL objects... 
2019-03-26 08:42:53.5714 | Info | Hangfire SQL objects installed. 
2019-03-26 09:11:53.6619 | Info | Start installing Hangfire SQL objects... 
2019-03-26 09:11:53.8969 | Info | Hangfire SQL objects installed. 
2019-03-26 09:31:00.4295 | Info | Start installing Hangfire SQL objects... 
2019-03-26 09:31:00.6425 | Info | Hangfire SQL objects installed. 
2019-03-26 10:51:32.9969 | Info | Start installing Hangfire SQL objects... 
2019-03-26 10:51:33.7549 | Info | Hangfire SQL objects installed. 
2019-03-26 11:04:14.9205 | Info | Start installing Hangfire SQL objects... 
2019-03-26 11:04:15.3305 | Info | Hangfire SQL objects installed. 
2019-03-26 14:35:34.5186 | Info | Start installing Hangfire SQL objects... 
2019-03-26 14:35:34.7676 | Info | Hangfire SQL objects installed. 
2019-03-26 15:41:44.4847 | Info | Start installing Hangfire SQL objects... 
2019-03-26 15:41:44.9727 | Info | Hangfire SQL objects installed. 
2019-03-26 15:51:01.2495 | Info | Start installing Hangfire SQL objects... 
2019-03-26 15:51:01.5456 | Info | Hangfire SQL objects installed. 
2019-03-26 15:54:03.6695 | Info | Start installing Hangfire SQL objects... 
2019-03-26 15:54:03.9655 | Info | Hangfire SQL objects installed. 
2019-03-26 15:56:02.7833 | Info | Start installing Hangfire SQL objects... 
2019-03-26 15:56:02.9733 | Info | Hangfire SQL objects installed. 
2019-03-26 16:02:19.1898 | Info | Start installing Hangfire SQL objects... 
2019-03-26 16:02:19.3418 | Info | Hangfire SQL objects installed. 
2019-03-26 16:07:23.4412 | Info | Start installing Hangfire SQL objects... 
2019-03-26 16:07:40.4245 | Info | Hangfire SQL objects installed. 
2019-03-26 19:10:22.4306 | Info | Start installing Hangfire SQL objects... 
2019-03-26 19:10:23.0376 | Info | Hangfire SQL objects installed. 
